"article","indiv","dpi","sample_type","val_total","val_sg","val_inf","lod_total","lod_sg","lod_inf","loq_total","loq_sg","loq_inf","tg_total","tg_sg","sample_grp","sample_rep","units_inf","animal_species","sex","age_class_stand","age_class_rep","age_years_rep","inoc_dose_total_pfu","inoc_dose_total_TCID","inoc_route","inoc_dose_units_rep","cell_line","viral_strain","units_total","units_sg","culture_assay"
"Nagata et al. 2021","NN_#5403",10,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",14,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",21,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",28,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",1,"Non-invasive","4.35","Pos","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",4,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",7,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",10,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",14,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",21,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",28,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",1,"Non-invasive","3.2","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",4,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",7,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",10,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",14,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",21,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5403",28,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",1,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",4,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",1,"Non-invasive","4.39","Pos","Pos","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",4,"Non-invasive","3.8","Pos","Pos","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Non-invasive","4.14","Pos","Pos","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Nasal Sample","Nasal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",1,"Non-invasive","5.7","Pos","Pos","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",4,"Non-invasive","3.8","Pos","Pos","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Oropharyngeal Sample","Throat Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",1,"Non-invasive","3.85","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",4,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Anal / Rectal Sample","Rectal Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","2.73","Pos","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Trachea","Trachea","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","1.03","Pos","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Lung (Upper)","Lung (upper lobe)","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","0.96","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Lung (Lower)","Lung (lower lobe)","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","3.98","Pos","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Tonsil","Tonsil","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Cervical LN","Cervical LN","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Salivary gland","Salivary gland","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Kidney","Kidney","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","-1.18","Pos","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Small intestine","Small intestine","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Colon","Intestine (large)","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Mesenteric LN","Mesenteric LN","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Brain (Cortex)","Brain cortex","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Brain (Olfactory bulb)","Olfactory bulb","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Brain (Midbrain)","Midbrain","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Spleen","Spleen","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5404",7,"Invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Liver","Liver","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/microg total extracted RNA","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5405",1,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5405",4,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5405",7,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5405",10,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5405",14,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
"Nagata et al. 2021","NN_#5405",21,"Non-invasive","< LOD","Neg","Neg","Unknown","Unknown","1.5","Unknown","Unknown","Unknown","N","N","Ocular Sample","Conjunctival Swab","log10 TCID50/mL","cynomolgus macaque","Female","Adult","Adult","5",26374807.5308506,37678296.4726437,"IT, IN, OC","TCID50","Vero E6/TMPRSS2","SARS-CoV-2/human/JPN/WK-521/2020","log10 RNA copies/100 microL","log10 sgRNA copies/100 microL","TCID50"
